#### Detection matrix for the third detected planet #####
####
#### Rows correspond to period and columns correspond to radius
#### The values provided represent the average probability of detection for each bin 
#### Radius ranges in log space from log10(.5) to log10(16) in units of Earth radii 
#### Period ranges in log space from log10(.5) to log10(500) in units of days     
####
####
"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"
"1"	0.00274825137657362	0.00306239242548179	0.00338920365120369	0.00372522701535762	0.00406724296641458	0.00440918193341462	0.00474744998737939	0.00507873263855569	0.00539945299126739	0.00570671480216727	0.00599789066531429	0.00627163558427456	0.00652680429236496	0.00676431130733027	0.00698289717132252	0.00718400555941207	0.0073679193079666	0.0075354969575089	0.00768699821821696	0.00782430140365645	0.00794691016926211	0.00805613000257142	0.00815247481776759	0.00823651963978039	0.0083085576830713	0.00837038641817289	0.00842180434442548	0.00846442453649479	0.00849912025885243	0.00852662901322609	0.00854856549469571	0.00856540300786414	0.00857818758577797	0.00858770442772043	0.00859464744623445	0.00859956754243141	0.00860312587176397	0.00860553303158066	0.00860726965801079	0.00860835693456103	0.00860911701912405	0.00860964863781602	0.00860998441861167	0.00861023390519688	0.00861039511994267	0.0086105268138257	0.00861061005779828	0.00861066927282336	0.00861070307649815	0.00861072687968881	0.00861073882524334	0.00861074361172681	0.00861074593058642	0.00861074709479681	0.00861074740326884	0.00861074749478802	0.00861074751397827	0.00861074751985166	0.00861074752053965	0.0086107475206111	0.00861074752061994	0.00861074752062117	0.00861074752062123	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124	0.00861074752062124
"2"	0.00260410959377141	0.00291085334585914	0.00323275217044937	0.00356564828039916	0.00390618140572171	0.0042493837539777	0.00459104305703705	0.00492715480600419	0.00525528272692703	0.00556994988202207	0.00586977507586006	0.00615278435484205	0.00641810277518932	0.00666460615669769	0.0068928486988514	0.00710234150737235	0.0072945141457229	0.00746948472153769	0.00762850968800447	0.00777210559165755	0.00790067080851437	0.00801571197843669	0.00811744486429757	0.00820628459231013	0.00828354190214834	0.0083494190171757	0.00840484384651806	0.0084509042913659	0.00848882713505301	0.0085190846954204	0.00854325812015385	0.00856197263211331	0.00857639005377236	0.00858707715882448	0.008595037556793	0.00860074808352566	0.00860481402407527	0.00860768708344322	0.00860960414203556	0.00861096636785518	0.00861184113812299	0.00861243921129599	0.0086128608248413	0.00861315307997275	0.00861335264418851	0.00861349132084224	0.00861359526006459	0.00861366881427597	0.00861371333007468	0.00861374122214235	0.00861375772995521	0.00861376536343686	0.00861376919509097	0.00861377045295021	0.00861377112992816	0.00861377133205313	0.00861377136889067	0.00861377137777266	0.0086137713792662	0.0086137713795245	0.00861377137956702	0.00861377137956992	0.00861377137957025	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027	0.00861377137957027
"3"	0.00246509861490223	0.00276429150282901	0.0030797117146745	0.0034084703175599	0.00374604095101631	0.0040897973857809	0.00443315656093146	0.00477422615990628	0.00510723721075761	0.00542966687559332	0.00573773745119586	0.00602991191064697	0.00630499568596558	0.00656086722311946	0.00679824788619236	0.00701703129562751	0.00721787059356919	0.00740041365597543	0.00756709659234876	0.007717137187264	0.00785248606030397	0.00797345596197676	0.00808068557590348	0.00817474904695593	0.00825673636028411	0.0083271574776835	0.0083868007070268	0.00843631889862483	0.00847753414999765	0.00851081402447802	0.00853723189041929	0.00855810767003035	0.00857421152980891	0.00858629236650687	0.00859526994557072	0.00860183099779927	0.0086065181513886	0.00860987483786013	0.00861214517995001	0.00861368594491122	0.00861476372235037	0.00861546025158746	0.00861596578997313	0.00861630728922627	0.00861654293349638	0.0086167114338381	0.00861683324763092	0.00861691636637382	0.00861697652700004	0.00861701070801838	0.00861702969008347	0.00861704044218638	0.00861704598508267	0.00861704842442759	0.00861704924446636	0.00861704947249581	0.00861704957024078	0.00861704958882026	0.00861704959288294	0.00861704959382133	0.00861704959387454	0.00861704959388141	0.00861704959388253	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255	0.00861704959388255
"4"	0.00233064640856546	0.0026210479904218	0.00292952937403739	0.00325299458896833	0.00358796017166801	0.00392966098781784	0.00427484094274407	0.00461916108181725	0.00495753488867878	0.00528654188340558	0.00560285120266835	0.00590419018647546	0.00618817236925094	0.00645395030446039	0.00670047705460977	0.0069281009736825	0.00713782807627432	0.00732868712484961	0.00750266318519752	0.00766013449374853	0.0078016883575635	0.00792882630740089	0.0080415745007315	0.00814129643985754	0.00822803701091114	0.00830305634341274	0.00836684515744486	0.00842064532746897	0.00846503011036005	0.00850129798062419	0.00853037247991822	0.00855335181802218	0.00857122692516245	0.00858488387166671	0.00859501428936651	0.00860247487206219	0.00860795282367429	0.00861174536166989	0.00861443325900829	0.00861627663610866	0.00861751086248297	0.00861838548710443	0.00861895845239203	0.00861937404944152	0.0086196453691861	0.00861984711034883	0.00861998387756104	0.0086200862203367	0.00862015320861221	0.00862019256601521	0.00862022366787454	0.00862023807454371	0.0086202464920133	0.00862024959664045	0.0086202512784935	0.00862025176922488	0.00862025189892516	0.00862025193930794	0.00862025194630514	0.00862025194737647	0.00862025194760229	0.00862025194763675	0.00862025194763923	0.00862025194763944	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945	0.00862025194763945
"5"	0.00220141369748548	0.00248328204050158	0.00278346654715418	0.00310171488227125	0.00343214239580835	0.00377285888282823	0.00411797902882943	0.00446426546644028	0.00480714146332934	0.00514193926527084	0.00546557604967503	0.00577551853870425	0.0060689757440216	0.00634437824072912	0.00660053893928925	0.00683788899833762	0.00705572962494109	0.00725537946806141	0.00743714729010525	0.00760167230710725	0.00775019164689232	0.00788357092321364	0.00800211393792554	0.00810726708732495	0.00819895882546806	0.00827861626510007	0.00834701286345501	0.00840454865164211	0.00845262974509913	0.00849184839722491	0.00852382564057192	0.00854912622030063	0.0085689050481148	0.00858415356091205	0.00859556815186558	0.00860402514346071	0.00861024486870101	0.00861466745260431	0.00861776299800974	0.00861993461341636	0.00862142470569793	0.00862243777105987	0.0086231303298644	0.00862359482038926	0.00862391578309289	0.00862415120685044	0.00862430605999983	0.0086244185711139	0.00862450248752745	0.0086245507730115	0.00862458919331762	0.00862460826919855	0.00862461716086236	0.00862462177702857	0.00862462356207193	0.00862462417040218	0.00862462438333771	0.00862462445188984	0.00862462446216449	0.00862462446435274	0.00862462446491384	0.00862462446496689	0.00862462446497186	0.00862462446497213	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219	0.00862462446497219
"6"	0.00207787037519898	0.00235054007442768	0.00264357200806692	0.00295473960388055	0.00328091264869985	0.00361808128252285	0.00396330691761218	0.00431047994725265	0.00465753741748752	0.00499784011064592	0.00532840857266623	0.00564683745721	0.00594895489733804	0.00623423083247142	0.00649974139605369	0.00674680514345156	0.0069736958709197	0.00718185631452357	0.00737127341356562	0.00754370749735169	0.00769869755868706	0.00783851621177358	0.0079632793674864	0.0080736125933982	0.00817078819161218	0.00825528832303991	0.00832779782485942	0.00838972574877386	0.00844126223003406	0.00848385240838592	0.00851880719499438	0.00854653630513412	0.00856843164452509	0.00858533707314747	0.00859814121308441	0.00860781489451935	0.00861472486701168	0.00861983674300957	0.00862343900077615	0.00862596858457387	0.00862769021107545	0.00862888033697952	0.0086296993206205	0.00863025055138287	0.00863062883477505	0.00863088299744186	0.00863106387709653	0.00863120465956313	0.00863130178200593	0.00863136728351489	0.00863140719920245	0.00863143226457865	0.00863144714264405	0.00863145274886108	0.00863145609871411	0.0086314573518287	0.00863145776405712	0.00863145786855128	0.00863145789591935	0.00863145790232264	0.00863145790356533	0.00863145790377429	0.00863145790379178	0.0086314579037928	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291	0.00863145790379291
"7"	0.00196001730852428	0.00222346010769085	0.00250750779711224	0.00281160273931072	0.00313168116282538	0.00346569130403105	0.00380871472333501	0.00415765616315693	0.00450652281806886	0.00485211225232847	0.0051897492202107	0.00551576017578896	0.00582670871941663	0.00612133478424659	0.00639685101574686	0.00665291320579292	0.00688942096278694	0.00710661733672107	0.00730431296070671	0.00748396748720888	0.00764651993055691	0.00779281228411706	0.00792349176304484	0.00803948590140588	0.00814206533084571	0.00823162561756614	0.00830887129042675	0.00837466617384426	0.00843022608610461	0.00847608896908824	0.00851396420615731	0.00854423327756119	0.00856848524178731	0.00858708900343111	0.00860149528582995	0.0086122055587287	0.00862024385473905	0.00862596816598013	0.00863008800022718	0.00863299586502278	0.00863501938840486	0.00863643271582848	0.00863737346509818	0.00863802280534556	0.00863847573134816	0.00863878146352303	0.00863900724895941	0.00863915384480088	0.0086392665143526	0.00863935145994495	0.00863940295288573	0.00863943341189033	0.00863945093519367	0.00863945978388407	0.00863946410678033	0.00863946547798176	0.00863946606613841	0.00863946631640244	0.00863946634133259	0.00863946635894264	0.00863946636037432	0.00863946636058254	0.00863946636066604	0.00863946636067217	0.00863946636067251	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253	0.00863946636067253
"8"	0.00184659623525111	0.00209994018276728	0.00237547514365062	0.00267121743128344	0.0029855833823353	0.00331415887414773	0.0036552845006043	0.0040031927671835	0.00435391879386881	0.00470275997766643	0.0050468104981348	0.00537932868917853	0.00569958141315713	0.00600321955655666	0.00628846929194275	0.00655426928644898	0.00680040668705502	0.00702652056535556	0.00723305547849748	0.00742112418081403	0.00759058272408361	0.00774365250542654	0.00788055288883406	0.00800264662926528	0.00811074974673948	0.00820521327925977	0.00828717005934693	0.00835737202826101	0.0084168100826487	0.00846666362818572	0.00850737288535877	0.00854057839542589	0.00856686407061865	0.00858760631267066	0.00860361196723999	0.00861571054395526	0.00862459623421512	0.00863117377988807	0.0086359189053528	0.00863927159856766	0.00864162859375764	0.00864325508166262	0.00864436693064748	0.00864512397434521	0.00864565388811802	0.00864603388069724	0.00864628095023901	0.00864646425780293	0.00864659423513152	0.0086466894872236	0.00864675628423719	0.00864679038788969	0.00864681320758718	0.00864682711974375	0.00864683195975215	0.00864683472289622	0.00864683594174733	0.0086468362351028	0.00864683631493547	0.0086468363307281	0.00864683633538272	0.00864683633590067	0.00864683633605283	0.00864683633607165	0.00864683633607224	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232	0.00864683633607232
"9"	0.00173675247831405	0.00198014816169546	0.00224621460421113	0.0025331207120404	0.00283958017578288	0.00316247193662003	0.00349971144045501	0.00384597896432863	0.0041973358557627	0.00454928054635825	0.00489762490174102	0.00523712962456147	0.00556490852084528	0.00587807952919647	0.00617287454522626	0.00644810746065246	0.00670418796800755	0.00693966845846211	0.00715486699085025	0.00735083704392751	0.00752880834037725	0.00768882501350138	0.00783229564405479	0.00796067068279106	0.00807404618957384	0.00817390241907542	0.00826069598271676	0.00833570267803634	0.00839913450396293	0.00845247070309418	0.00849681804277162	0.00853266498698231	0.00856159667459623	0.00858432140355632	0.00860208660988115	0.0086156064554096	0.00862568507131863	0.00863315234957869	0.00863860053892621	0.00864243347971445	0.00864517023223918	0.00864709312435376	0.0086483859116083	0.00864929649352331	0.00864989839819352	0.00865032774281261	0.00865062458188888	0.00865083848597004	0.00865098524139698	0.00865109727886838	0.00865116887001419	0.00865122062239497	0.00865125104166038	0.00865126818047435	0.00865127705245658	0.0086512809416531	0.00865128261951603	0.00865128328924661	0.00865128349897333	0.00865128353052939	0.00865128354983854	0.00865128355240625	0.00865128355270614	0.00865128355274887	0.00865128355275844	0.00865128355275871	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874	0.00865128355275874
"10"	0.00163040703269888	0.0018639130367811	0.00211955160063817	0.00239712963227614	0.00269542336729236	0.0030119696208056	0.00334376762362248	0.00368743932281328	0.00403771552862417	0.00439114061304053	0.00474257423084035	0.00508797027234622	0.00542285130943521	0.00574396689713616	0.00604820947450833	0.00633342606783841	0.00659884544718537	0.00684401194945677	0.00706879232093637	0.00727280744000753	0.00745831416245779	0.00762591760438346	0.00777635628940153	0.00791114027201092	0.0080303776639735	0.00813567250753002	0.00822757145185606	0.00830719887245154	0.00837494146784417	0.00843232935229536	0.00847991894218015	0.00851901014841809	0.00855076336555345	0.00857570789482591	0.00859539559629971	0.00861047708089858	0.00862183596929335	0.00863026884419796	0.00863641260409767	0.00864086393791368	0.00864400461727005	0.00864622515252469	0.00864776774845779	0.00864882036197483	0.00864954591264933	0.00865003785742936	0.00865038667299336	0.00865063414349711	0.00865080135664936	0.00865092726297575	0.00865101996129907	0.00865108141893612	0.0086511205072921	0.00865114032002915	0.00865115189126015	0.00865115741089758	0.00865116032711365	0.00865116112449126	0.008651161385682	0.00865116144899088	0.00865116146507722	0.00865116146961173	0.00865116147045353	0.00865116147056107	0.00865116147057454	0.00865116147057536	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539	0.00865116147057539
